lambda_phys,model_name,capacity_name,parameter_count,dataset_size,data_seed,train_seed,status,test_rel_l2,val_rel_l2,train_rel_l2,test_mse,val_mse,train_mse,best_epoch,runtime_seconds
0.0001,piml,small,4482,1024,11,101,success,0.0023641884326934814,0.0024233816657215357,0.0021102402824908495,3.8942253013374284e-05,3.9050592022249475e-05,2.964429950225167e-05,383,6.572140693664551
0.0001,piml,small,4482,1024,11,202,success,0.0019528589909896255,0.00206523179076612,0.0017418706556782126,2.5092967916862108e-05,2.732435859797988e-05,1.8021870346274227e-05,348,6.286351680755615
0.0001,piml,small,4482,1024,11,303,success,0.0022173901088535786,0.0022202087566256523,0.0018945104675367475,2.868689625756815e-05,2.7938949642702937e-05,2.0150520867900923e-05,397,6.256161689758301
0.0001,piml,small,4482,1024,22,101,success,0.002148722531273961,0.0021500117145478725,0.00181694352068007,2.9586852178908885e-05,2.9353523132158443e-05,1.9239991161157377e-05,397,6.516993284225464
0.0001,piml,small,4482,1024,22,202,success,0.0018989534582942724,0.0019526309333741665,0.0017472872277721763,2.4736345949349925e-05,2.616419442347251e-05,1.708269519440364e-05,399,7.095551490783691
0.0001,piml,small,4482,1024,22,303,success,0.0020395522005856037,0.002055245917290449,0.001702870475128293,2.7152371330885217e-05,2.6659854484023526e-05,1.63743370649172e-05,399,6.36115837097168
0.0001,piml,small,4482,1024,33,101,success,0.0021779420785605907,0.002108205109834671,0.0018731430172920227,3.461408778093755e-05,3.482897227513604e-05,2.368157947785221e-05,397,6.34409236907959
0.0001,piml,small,4482,1024,33,202,success,0.0019641185645014048,0.0018644046504050493,0.001691505778580904,2.4085136828944087e-05,2.385165134910494e-05,1.6058716937550344e-05,386,7.68520188331604
0.0001,piml,small,4482,1024,33,303,success,0.0022367946803569794,0.00215145293623209,0.0018115409184247255,2.797585511871148e-05,2.8776954422937706e-05,1.7966092855203897e-05,397,6.397973537445068
0.0001,piml,small,4482,128,11,101,success,0.006787553895264864,0.0068685333244502544,0.004295842722058296,0.0004266040923539549,0.0004544028779491782,0.000178385031176731,399,3.0978140830993652
0.0001,piml,small,4482,128,11,202,success,0.007756831124424934,0.008107926696538925,0.004866382107138634,0.00038618859252892435,0.00041158765088766813,0.0001346282078884542,399,3.0414650440216064
0.0001,piml,small,4482,128,11,303,success,0.006099435966461897,0.0065393829718232155,0.003931879997253418,0.00035762632614932954,0.0003893017419613898,8.815616456558928e-05,399,3.149533748626709
0.0001,piml,small,4482,128,22,101,success,0.007023144513368607,0.00716381473466754,0.004403192549943924,0.00043540759361349046,0.0004678262339439243,0.00014354016457218677,399,3.2812724113464355
0.0001,piml,small,4482,128,22,202,success,0.007479581516236067,0.007883952930569649,0.005307144485414028,0.0004231751663610339,0.0004729105858132243,0.00014515708608087152,397,3.0728840827941895
0.0001,piml,small,4482,128,22,303,success,0.006709396839141846,0.006889081560075283,0.00448253657668829,0.0003905586199834943,0.00043610038119368255,0.00012209132546558976,399,3.226531505584717
0.0001,piml,small,4482,128,33,101,success,0.008394607342779636,0.007900032214820385,0.005876874551177025,0.0006939563900232315,0.0006195437163114548,0.00029855393222533166,399,2.981750726699829
0.0001,piml,small,4482,128,33,202,success,0.007379936520010233,0.007040813565254211,0.005607906728982925,0.0005528188194148242,0.0004932863521389663,0.00021968148939777166,399,3.2502553462982178
